,yelp_id,user_name,user_location,review_count,rating,date_written
973,cambridge-rehabilitation-and-nursing-center-cambridge,Nancy O.,"Brookline, MA",8,1,2/26/15
974,cambridge-rehabilitation-and-nursing-center-cambridge,A. C.,"Everett, MA",3,1,1/14/14
975,woodmont-center-fredericksburg,Mary S.,"Spotsylvania Courthouse, VA",1,5,10/13/16
976,woodmont-center-fredericksburg,Carol B.,"Triangle, VA",4,2,5/24/16
977,royal-of-cotuit-mashpee,Karen P.,"Mendon, MA",1,4,2/9/17
978,oaklawn-health-and-rehabilitation-center-louisville-2,Kim M.,"Louisville, KY",7,4,8/1/17
979,oaklawn-health-and-rehabilitation-center-louisville-2,Emily C.,"Louisville, KY",49,1,7/16/17
980,heartland-health-care-center-ionia-ionia-2,Evendyle C.,"Hammond, IN",13,5,2/4/14
981,the-medical-resort-at-bay-area-pasadena,Wanda G.,"Pasadena, TX",164,4,9/21/15
982,the-medical-resort-at-bay-area-pasadena,Dorthy D.,"Galveston, TX",8,3,10/9/17
983,the-medical-resort-at-bay-area-pasadena,Michael H.,"Pasadena, TX",21,1,7/19/17
984,the-medical-resort-at-bay-area-pasadena,Cindy P.,"Seabrook, TX",1,5,11/8/16
985,the-medical-resort-at-bay-area-pasadena,Michele Y.,"Houston, TX",3,5,8/30/16
986,the-medical-resort-at-bay-area-pasadena,Rick L.,"Edgebrook, Houston, TX",5,5,6/17/16
987,the-medical-resort-at-bay-area-pasadena,Shelley R.,"La Porte, TX",1,1,11/17/16
988,the-medical-resort-at-bay-area-pasadena,Frances P.,"Houston, TX",2,5,5/1/16
989,the-medical-resort-at-bay-area-pasadena,Scott W.,"Weehawken, NJ",28,1,2/7/15
990,the-medical-resort-at-bay-area-pasadena,Tina L.,"Houston, TX",75,5,3/20/15
991,the-medical-resort-at-bay-area-pasadena,Ann M.,"Houston, TX",5,4,10/18/15
992,restore-health-rehabilitation-center-white-plains-2,Abby E.,"Accokeek, MD",18,1,10/12/16
993,restore-health-rehabilitation-center-white-plains-2,James G.,"Waldorf, MD",1,1,10/25/16
994,restore-health-rehabilitation-center-white-plains-2,Mahin Y.,"Lothian, MD",1,1,1/31/17
995,grand-boulevard-health-and-rehabilitation-center-miramar-beach,A M.,"Houston, TX",33,1,5/31/17
996,little-brook-nursing-and-convalescent-home-califon,Kyle R.,"Chatsworth, CA",10,1,3/17/17
997,heartland-health-care-center-prosperity-oaks-palm-beach-gardens,Steve N.,"West Chester, PA",29,5,1/28/16
998,buffalo-valley-lutheran-village-lewisburg-2,Gretchen N.,"Lewisburg, PA",1,5,6/4/14
999,redwood-cove-healthcare-center-ukiah-2,Jacob F.,"Walnut Creek, CA",22,4,7/12/15
1000,redwood-cove-healthcare-center-ukiah-2,Denise V.,"Tracy, CA",5,1,2/3/14
1001,o-neill-healthcare-north-olmsted-north-olmsted,Michelle T.,"Avon, OH",13,1,7/13/17
1002,avamere-at-three-fountains-medford,Tyra F.,"Grants Pass, OR",33,1,7/15/16
1003,avamere-at-three-fountains-medford,A A.,"Jacksonville, OR",4,1,3/21/17
1004,avamere-at-three-fountains-medford,Andrea L.,"Medford, OR",2,1,4/24/16
1005,mountain-view-care-center-scranton,Rob C.,"Scranton, PA",22,5,8/11/11
1006,mountain-view-care-center-scranton,William T.,"Honesdale, PA",5,5,4/18/17
1007,mountain-view-care-center-scranton,Jim G.,"Suffolk, VA",7,5,7/10/13
1008,san-francisco-towers-san-francisco,Joanna S.,"Burlingame, CA",186,5,3/6/16
1009,san-francisco-towers-san-francisco,Miami S.,"San Francisco, CA",240,4,9/24/14
1010,san-francisco-towers-san-francisco,Mischief G.,"Bemidji, MN",40,5,1/19/11
1011,pebble-creek-akron-2,Christina Z.,"Akron, OH",11,1,8/4/17
1012,heartland-health-care-center-boynton-beach-boynton-beach-2,Nancy J.,"San Jose, CA",5,5,4/12/13
1013,heartland-health-care-center-boynton-beach-boynton-beach-2,Jenny C.,"Port St. Lucie, FL",22,1,5/16/17
1014,heartland-health-care-center-boynton-beach-boynton-beach-2,John D.,"Loxahatchee, FL",1,1,8/8/16
1015,valle-vista-convalescent-hospital-escondido,Michael B.,"Riverside, CA",8,5,10/3/17
1016,valle-vista-convalescent-hospital-escondido,Julie C.,"Escondido, CA",7,1,10/5/16
1017,valle-vista-convalescent-hospital-escondido,Dwight A.,"Escondido, CA",135,4,3/31/16
1018,valle-vista-convalescent-hospital-escondido,Rebekah P.,"Oceanside, CA",10,5,7/19/13
1019,valle-vista-convalescent-hospital-escondido,Stacy B.,"Escondido, CA",2,5,11/14/14
1020,valle-vista-convalescent-hospital-escondido,Blake D.,"Chula Vista, CA",7,1,6/18/15
1021,valle-vista-convalescent-hospital-escondido,Chris R.,"La Jolla, CA",1,1,7/16/12
1022,valle-vista-convalescent-hospital-escondido,Melanie J.,"Fremont, CA",10,1,4/25/13
1023,valle-vista-convalescent-hospital-escondido,Ningritf F.,"Poway, CA",4,1,4/24/13
1024,cypress-ridge-care-center-monterey,Sandra N.,"Los Banos, CA",9,5,6/18/17
1025,cypress-ridge-care-center-monterey,William C.,"Auburn, CA",72,4,11/30/16
1026,cypress-ridge-care-center-monterey,S G.,"Seaside, CA",2,4,6/29/17
1027,brunswick-cove-nursing-center-winnabow,Roxanne P.,"Ivanhoe, NC",32,1,3/19/15
1028,prestige-post-acute-and-rehabilitation-ctr-gresham-gresham,Keith M.,"Gresham, OR",3,1,8/14/16
1029,prestige-post-acute-and-rehabilitation-ctr-gresham-gresham,Art T.,"Portland, OR",1,1,9/12/16
1030,vasona-creek-healthcare-center-los-gatos,K N.,"Gilroy, CA",4,5,5/30/17
1031,vasona-creek-healthcare-center-los-gatos,Tim T.,"Austin, TX",48,5,6/30/17
1032,vasona-creek-healthcare-center-los-gatos,Joe S.,"Los Gatos, CA",7,5,4/23/17
1033,vasona-creek-healthcare-center-los-gatos,madai d.,"Los Gatos, CA",6,5,2/21/17
1034,vasona-creek-healthcare-center-los-gatos,Clark P.,"Antelope, CA",174,1,1/24/17
1035,vasona-creek-healthcare-center-los-gatos,Rosa M.,"Belmont, CA",2,1,12/19/16
1036,vasona-creek-healthcare-center-los-gatos,Sergio M.,"Palo Alto, CA",2,1,12/20/16
1037,vasona-creek-healthcare-center-los-gatos,Nicole M.,"Santa Cruz, CA",7,1,2/17/16
1038,vasona-creek-healthcare-center-los-gatos,Mark S.,"San Jose, CA",7,5,2/2/17
1039,vasona-creek-healthcare-center-los-gatos,Gilda L.,"San Jose, CA",3,5,6/26/16
1040,vasona-creek-healthcare-center-los-gatos,N J.,"Los Gatos, CA",28,1,1/30/16
1041,vasona-creek-healthcare-center-los-gatos,Mr. N.,"Americana, Brazil",284,2,12/12/15
1042,vasona-creek-healthcare-center-los-gatos,Brooke O.,"Los Gatos, CA",14,1,2/20/17
1043,vasona-creek-healthcare-center-los-gatos,Monique N.,"San Jose, CA",1,5,2/6/16
1044,vasona-creek-healthcare-center-los-gatos,Donna D.,"San Jose, CA",22,1,5/25/15
1045,vasona-creek-healthcare-center-los-gatos,Sandy S.,"Sunnyvale, CA",33,2,12/29/15
1046,vasona-creek-healthcare-center-los-gatos,Chris W.,"San Jose, CA",2,4,5/27/15
1047,vasona-creek-healthcare-center-los-gatos,Nicole J.,"Los Gatos, CA",5,2,1/26/16
1048,vasona-creek-healthcare-center-los-gatos,Jeanette Y.,"Campbell, CA",6,5,3/1/13
1049,vasona-creek-healthcare-center-los-gatos,Veronica R.,"San Jose, CA",26,5,9/5/14
1050,vasona-creek-healthcare-center-los-gatos,Linda S.,"San Jose, CA",7,1,10/24/14
1051,vasona-creek-healthcare-center-los-gatos,Marjorie E.,"Hot Springs Village, AR",5,5,4/25/16
1052,vasona-creek-healthcare-center-los-gatos,Fred A.,"Saratoga, CA",5,4,2/26/14
1053,vasona-creek-healthcare-center-los-gatos,John M.,"San Jose, CA",20,1,2/14/15
1054,vasona-creek-healthcare-center-los-gatos,Priorteyez C.,"Los Gatos, CA",32,1,2/20/12
1055,vasona-creek-healthcare-center-los-gatos,Ashley T.,"San Jose, CA",7,1,12/26/14
1056,vasona-creek-healthcare-center-los-gatos,N M.,"San Jose, CA",14,5,1/28/15
1057,vasona-creek-healthcare-center-los-gatos,Cathy S.,"Los Gatos, CA",27,5,2/8/15
1058,vasona-creek-healthcare-center-los-gatos,Craig G.,"San Jose, CA",31,5,2/5/13
1059,vasona-creek-healthcare-center-los-gatos,M H.,"Wilsonville, OR",7,1,5/23/14
1060,vasona-creek-healthcare-center-los-gatos,Naomi S.,"San Jose, CA",34,1,7/8/14
1061,vasona-creek-healthcare-center-los-gatos,Carole G.,"Denver, CO",323,3,11/8/08
1062,vasona-creek-healthcare-center-los-gatos,Beblena B.,"San Jose, CA",3,1,4/18/14
1063,vasona-creek-healthcare-center-los-gatos,Kate Z.,"Marquette Township, MI",5,5,3/1/12
1064,vasona-creek-healthcare-center-los-gatos,John H.,"Los Gatos, CA",1,5,1/10/12
1065,vasona-creek-healthcare-center-los-gatos,Susan M.,"Los Gatos, CA",1,5,3/2/12
1066,vasona-creek-healthcare-center-los-gatos,J. D.,"San Jose, CA",1,2,5/19/11
1067,forum-parkway-health-and-rehabilitation-bedford,Bruce C.,"Euless, TX",8,2,5/8/17
1068,falcon-ridge-rehabilition-hutto,Crystal L.,"Round Rock, TX",3,5,10/14/17
1069,falcon-ridge-rehabilition-hutto,Chris N.,"Georgetown, TX",3,5,12/6/15
1070,falcon-ridge-rehabilition-hutto,Walker S.,"San Diego, CA",511,5,7/14/15
1071,friendship-village-chesterfield-chesterfield,Carl M.,"Chesterfield, MO",3,5,1/6/17
1072,friendship-village-chesterfield-chesterfield,Becky F.,"Garner, NC",398,5,3/20/16
1073,briarwood-health-care-center-denver,Robert F.,"Denver, CO",8,4,8/11/13
1074,briarwood-health-care-center-denver,Rebecca E.,"San Francisco, CA",1,3,7/27/17
1075,regency-north-bend-rehab-and-nursing-center-north-bend,Vanessa S.,"Snohomish, WA",4,4,5/7/16
1076,the-chateau-at-mountain-crest-nursing-and-rehab-ctr-cincinnati,Lindsey S.,"Highland Heights, KY",1,1,1/3/17
1077,valley-palms-care-center-north-hollywood,Rick H.,"Los Angeles, CA",8,2,12/23/16
1078,valley-palms-care-center-north-hollywood,Chuck L.,"Los Angeles, CA",4,1,9/11/16
1079,valley-palms-care-center-north-hollywood,Juli L.,"North Hollywood, CA",3,1,12/29/16
1080,valley-palms-care-center-north-hollywood,Sheila A.,"Woodland Hills, CA",231,1,11/26/16
1081,deltona-healthcare-deltona,Kat C.,"Deltona, FL",6,1,6/24/17
1082,deltona-healthcare-deltona,Marygrace C.,"Deltona, FL",5,1,6/24/17
1083,springs-road-healthcare-vallejo,Mike A.,"Vallejo, CA",4,4,9/13/17
1084,springs-road-healthcare-vallejo,Toast ..,"Amarillo, TX",3,1,10/3/14
1085,broadway-healthcare-center-san-gabriel-2,Christine P.,"Pasadena, CA",5,5,8/4/17
1086,broadway-healthcare-center-san-gabriel-2,David L.,"Monterey Park, CA",4,5,7/6/17
1087,broadway-healthcare-center-san-gabriel-2,Lucia M.,"San Gabriel, CA",3,1,5/3/17
1088,broadway-healthcare-center-san-gabriel-2,Digna R.,"Valencia, CA",6,5,12/15/16
1089,broadway-healthcare-center-san-gabriel-2,Adora D.,"Angels Camp, CA",1,5,6/26/16
1090,broadway-healthcare-center-san-gabriel-2,Allison Wonderland M.,"La Verne, CA",432,3,1/27/15
1091,broadway-healthcare-center-san-gabriel-2,Patricia S.,"Los Angeles, CA",10,5,5/10/16
1092,manorcare-health-services-lacey-lacey,Donna L.,"Olympia, WA",13,1,3/4/16
1093,regency-olympia-rehabilitation-and-nursing-center-olympia,Aziz A.,"Olympia, WA",7,4,6/13/17
1094,regency-olympia-rehabilitation-and-nursing-center-olympia,Sarah S.,"Lacey, WA",3,1,10/11/16
1095,regency-olympia-rehabilitation-and-nursing-center-olympia,Elizabeth T.,"Lacey, WA",28,1,9/6/14
1096,heartland-of-piqua-piqua,Colleen L.,"Parker, CO",14,5,7/29/17
1097,stonebrook-healthcare-center-concord,Bree S.,"San Leandro, CA",7,5,4/14/16
1098,stonebrook-healthcare-center-concord,Alison G.,"Walnut Creek, CA",6,1,8/5/15
1099,stonebrook-healthcare-center-concord,Patrick Z.,"Concord, CA",319,4,11/25/15
1100,stonebrook-healthcare-center-concord,J S.,"Discovery Bay, CA",3,1,10/7/16
1101,stonebrook-healthcare-center-concord,debbie n.,"Clayton, CA",29,1,9/4/13
1102,stonebrook-healthcare-center-concord,Chris I.,"Sacramento, CA",42,1,8/29/13
1103,stonebrook-healthcare-center-concord,Cathy B.,"Sacramento, CA",9,5,11/5/15
1104,stonebrook-healthcare-center-concord,Karen S.,"Concord, CA",52,2,3/19/16
1105,stonebrook-healthcare-center-concord,Danielle P.,"San Francisco, CA",16,5,5/5/15
1106,stonebrook-healthcare-center-concord,Sherrie S.,"Herriman, UT",13,5,10/11/12
1107,stonebrook-healthcare-center-concord,D P.,"Concord, CA",3,5,3/12/13
1108,stonebrook-healthcare-center-concord,Carla S.,"Benicia, CA",5,5,6/17/14
1109,palm-garden-of-orlando-orlando,Mary L.,"Orlando, FL",5,1,10/7/14
1110,gurwin-jewish-nursing-and-rehabilitation-commack,Brent A.,"Hicksville, NY",46,3,6/23/16
1111,gurwin-jewish-nursing-and-rehabilitation-commack,Renee J T.,"Pittsburgh, PA",654,5,4/19/16
1112,gurwin-jewish-nursing-and-rehabilitation-commack,Terry M.,"QUEENS VILLAGE, NY",43,1,4/11/16
1113,gurwin-jewish-nursing-and-rehabilitation-commack,Dgm D.,"Parsippany, NJ",3,1,11/12/15
1114,gurwin-jewish-nursing-and-rehabilitation-commack,Jay M.,"New York, NY",190,4,2/6/10
1115,gurwin-jewish-nursing-and-rehabilitation-commack,Millie B.,"Manhattan Beach, CA",5,1,3/21/14
1116,oasis-health-and-rehabilitation-center-lake-worth,Ilene B.,"FL, FL",1,5,3/26/17
1117,sunset-home-clifton,Chris P.,"Waco, TX",41,5,1/15/16
1118,brookdale-san-dimas-san-dimas,Debbie A.,"Covina, CA",3,5,6/2/17
1119,brookdale-san-dimas-san-dimas,mandi a.,"Pasadena, CA",9,1,6/7/17
1120,brookdale-san-dimas-san-dimas,Penny K.,"Monrovia, CA",37,5,4/19/16
1121,brookdale-san-dimas-san-dimas,Tinkerbell J.,"Covina, CA",11,5,12/31/16
1122,brookdale-san-dimas-san-dimas,U C.,"Irvine, CA",67,5,4/16/16
1123,palo-alto-nursing-center-palo-alto,Bruce R.,"Mountain View, CA",35,5,7/2/17
1124,palo-alto-nursing-center-palo-alto,Joyce B.,"Palo Alto, CA",17,1,10/1/17
1125,palo-alto-nursing-center-palo-alto,Fred P.,"San Carlos, CA",3,1,9/1/17
1126,palo-alto-nursing-center-palo-alto,Steve M.,"Palo Alto, CA",6,4,6/12/17
1127,palo-alto-nursing-center-palo-alto,Jer P.,"San Jose, CA",20,4,5/1/17
1128,palo-alto-nursing-center-palo-alto,Irina S.,"Sunnyvale, CA",13,5,3/29/16
1129,palo-alto-nursing-center-palo-alto,Jenna C.,"Beverly Hills, CA",43,1,5/18/17
1130,palo-alto-nursing-center-palo-alto,Louise S.,"Burlingame, CA",7,1,4/4/17
1131,palo-alto-nursing-center-palo-alto,Jeni M.,"Menlo Park, CA",3,3,1/23/16
1132,palo-alto-nursing-center-palo-alto,Nancy P.,"San Francisco, CA",12,2,12/2/16
1133,palo-alto-nursing-center-palo-alto,Emily P.,"San Bernardino, CA",1,5,7/2/15
1134,palo-alto-nursing-center-palo-alto,Dave D.,"San Jose, CA",15,3,2/8/16
1135,palo-alto-nursing-center-palo-alto,E K.,"Knights Landing, CA",66,1,12/19/15
1136,palo-alto-nursing-center-palo-alto,Eric C.,"San Francisco, CA",25,2,12/17/14
1137,palo-alto-nursing-center-palo-alto,C L.,"San Carlos, CA",6,3,11/8/15
1138,palo-alto-nursing-center-palo-alto,mirela m.,"San Mateo, CA",10,5,12/6/16
1139,palo-alto-nursing-center-palo-alto,Jackie D.,"San Mateo, CA",22,1,4/19/15
1140,palo-alto-nursing-center-palo-alto,Nivvi M.,"San Jose, CA",1,4,8/13/15
1141,palo-alto-nursing-center-palo-alto,Danielle V.,"Palo Alto, CA",7,1,2/1/15
1142,palo-alto-nursing-center-palo-alto,Felicia H.,"Milpitas, CA",8,5,3/23/16
1143,palo-alto-nursing-center-palo-alto,Lynne G.,"Portland, OR",1,1,12/19/15
1144,palo-alto-nursing-center-palo-alto,Clayton A.,"San Diego, CA",8,5,2/11/15
1145,palo-alto-nursing-center-palo-alto,Tisa K.,"Moraga, CA",13,4,2/5/13
1146,palo-alto-nursing-center-palo-alto,Pam H.,"Redwood City, CA",162,4,8/14/12
1147,palo-alto-nursing-center-palo-alto,Herb P.,"Murphys, CA",1,4,11/9/15
1148,palo-alto-nursing-center-palo-alto,R S.,"Palo Alto, CA",38,3,1/25/11
1149,palo-alto-nursing-center-palo-alto,Intencia G.,"Milpitas, CA",8,1,9/1/14
1150,palo-alto-nursing-center-palo-alto,Gina V.,"Redwood City, CA",5,1,3/14/14
1151,palo-alto-nursing-center-palo-alto,Renee C.,"Palo Alto, CA",1,1,4/12/14
1152,palo-alto-nursing-center-palo-alto,Richard C.,"Palo Alto, CA",206,3,1/31/10
1153,palo-alto-nursing-center-palo-alto,Linda P.,"Burlingame, CA",10,4,9/26/11
1154,new-vista-nursing-and-rehabilitation-center-sunland,Brian W.,"Las Vegas, NV",20,5,10/13/17
1155,new-vista-nursing-and-rehabilitation-center-sunland,F S.,"Culver City, CA",3,1,10/16/17
1156,new-vista-nursing-and-rehabilitation-center-sunland,J. G.,"Los Angeles, CA",20,5,8/24/17
1157,new-vista-nursing-and-rehabilitation-center-sunland,Tina Z.,"Tujunga, CA",136,5,6/5/17
1158,new-vista-nursing-and-rehabilitation-center-sunland,Beth M.,"Tujunga, CA",2,5,8/20/17
1159,new-vista-nursing-and-rehabilitation-center-sunland,Joy M.,"Irvine, CA",4,2,9/30/16
1160,new-vista-nursing-and-rehabilitation-center-sunland,Mary P.,"Northridge, Los Angeles, CA",3,5,5/17/17
1161,new-vista-nursing-and-rehabilitation-center-sunland,M T.,"Los Angeles, CA",4,1,6/17/17
1162,new-vista-nursing-and-rehabilitation-center-sunland,J R.,"Tujunga, CA",62,4,12/18/13
1163,town-east-rehabilitation-and-healthcare-center-mesquite,Kelli B.,"Garland, TX",20,5,3/14/16
1164,town-east-rehabilitation-and-healthcare-center-mesquite,Michelle J.,"Mesquite, TX",4,1,9/18/15
1165,town-east-rehabilitation-and-healthcare-center-mesquite,Sheila S.,"Mesquite, TX",4,1,12/31/15
1166,marquis-mt-tabor-portland,Linda D.,"Portland, OR",11,3,10/31/12
1167,marquis-mt-tabor-portland,Julie L.,"Portland, OR",95,5,7/21/16
1168,marquis-mt-tabor-portland,Anon. ..,"Portland, OR",3,1,6/10/16
1169,marquis-mt-tabor-portland,Kathie U.,"Portland, OR",4,1,12/12/15
1170,broadway-by-the-sea-long-beach,Abe D.,"Long Beach, CA",11,5,7/19/17
1171,broadway-by-the-sea-long-beach,Aileen G.,"Carson, CA",4,5,7/22/17
1172,broadway-by-the-sea-long-beach,Daphne C.,"Long Beach, CA",6,5,7/19/17
1173,broadway-by-the-sea-long-beach,Diego S.,"Long Beach, CA",1,5,7/30/17
1174,broadway-by-the-sea-long-beach,Valentin M.,"La Puente, CA",3,5,7/19/17
1175,broadway-by-the-sea-long-beach,Jesleene S.,"Fullerton, CA",1,5,7/19/17
1176,broadway-by-the-sea-long-beach,John C.,"Garden Grove, CA",1,5,9/7/17
1177,broadway-by-the-sea-long-beach,Mrs. S.,"Long Beach, CA",1,1,6/13/17
1178,broadway-by-the-sea-long-beach,LM H.,"Long Beach, CA",105,3,3/30/13
1179,good-samaritan-society-lake-forest-village-denton,Karen K.,"Denton, TX",3,5,5/9/17
1180,good-samaritan-society-lake-forest-village-denton,M D.,"Flower Mound, TX",46,1,12/31/15
1181,good-samaritan-society-lake-forest-village-denton,Thomas K.,"Denton, TX",3,5,5/4/17
1182,good-samaritan-society-lake-forest-village-denton,Whitney D.,"Denton, TX",2,1,4/28/16
1183,windsor-nursing-and-rehabilitation-center-of-duval-austin,Laura S.,"Austin, TX",21,1,7/11/17
1184,windsor-nursing-and-rehabilitation-center-of-duval-austin,Rachel S.,"Austin, TX",16,1,3/28/17
1185,aviara-healthcare-center-encinitas,Joy B.,"Agoura, CA",4,4,7/25/17
1186,aviara-healthcare-center-encinitas,Sandra B.,"Encinitas, CA",7,1,9/24/17
1187,aviara-healthcare-center-encinitas,Janice W.,"San Diego, CA",24,1,7/1/16
1188,aviara-healthcare-center-encinitas,Jean D.,"Irvine, CA",4,1,12/12/16
1189,aviara-healthcare-center-encinitas,Carly L.,"Vista, CA",9,1,6/25/17
1190,aviara-healthcare-center-encinitas,Terry R.,"Julian, CA",3,1,12/27/16
1191,aviara-healthcare-center-encinitas,Vicki C.,"Encinitas, CA",576,2,6/8/15
1192,aviara-healthcare-center-encinitas,Joanne G.,"Carlsbad, CA",6,1,4/19/17
1193,aviara-healthcare-center-encinitas,M D.,"Encinitas, CA",3,3,9/19/16
1194,aviara-healthcare-center-encinitas,Linda J.,"Oceanside, CA",5,1,4/26/16
1195,aviara-healthcare-center-encinitas,Jane S.,"San Marcos, CA",11,4,12/10/15
1196,aviara-healthcare-center-encinitas,Dean T.,"Oklahoma City, OK",3,3,10/21/14
1197,aviara-healthcare-center-encinitas,Zaira S.,"Escondido, CA",7,5,10/8/15
1198,aviara-healthcare-center-encinitas,Ely R.,"Encinitas, CA",1,5,6/28/16
1199,aviara-healthcare-center-encinitas,lorrie w.,"Vista, CA",2,2,4/29/16
1200,aviara-healthcare-center-encinitas,George L.,"San Marcos, CA",7,1,2/11/16
1201,aviara-healthcare-center-encinitas,Mark R.,"Carlsbad, CA",7,5,2/4/15
1202,aviara-healthcare-center-encinitas,Mike S.,"Encinitas, CA",28,5,12/30/12
1203,aviara-healthcare-center-encinitas,Abigail F.,"Oceanside, CA",2,5,5/8/16
1204,aviara-healthcare-center-encinitas,L T.,"Oceanside, CA",5,1,3/5/14
1205,aviara-healthcare-center-encinitas,Anna M.,"Redondo Beach, CA",108,3,5/17/13
1206,aviara-healthcare-center-encinitas,Marianne W.,"Carlsbad, CA",3,3,1/8/15
1207,aviara-healthcare-center-encinitas,Dave S.,"San Diego, CA",8,4,6/21/13
1208,life-care-center-of-sierra-vista-sierra-vista,Karen K.,"Kingwood, Houston, TX",17,5,11/16/13
1209,life-care-center-of-sierra-vista-sierra-vista,Mike L.,"Sierra Vista, AZ",1,1,11/1/14
1210,saints-joachim-and-anne-nursing-and-rehab-center-coney-island,Lina A.,"Brooklyn, NY",223,5,1/2/17
1211,creekside-rehabilitation-and-behavioral-health-santa-rosa,Meghan K.,"Fort Bragg, CA",1,1,7/14/16
1212,diamond-ridge-healthcare-center-pittsburg,Rose H.,"Orinda, CA",102,3,5/23/17
1213,diamond-ridge-healthcare-center-pittsburg,Brenda E.,"Cupertino, CA",39,4,1/23/17
1214,diamond-ridge-healthcare-center-pittsburg,Timeesha Boocat J.,"Pittsburg, CA",3,1,11/26/16
1215,diamond-ridge-healthcare-center-pittsburg,Angelina O.,"Antioch, CA",119,2,7/23/15
1216,diamond-ridge-healthcare-center-pittsburg,Mary C.,"Clayton, CA",71,4,5/30/14
1217,diamond-ridge-healthcare-center-pittsburg,Nicholas S.,"Antioch, CA",9,1,9/24/14
1218,diamond-ridge-healthcare-center-pittsburg,Cassandra G.,"Pittsburg, CA",1,1,10/27/14
1219,diamond-ridge-healthcare-center-pittsburg,Jose S.,"Hayward, CA",13,1,1/29/13
1220,diamond-ridge-healthcare-center-pittsburg,Chris G.,"Antioch, CA",30,1,6/1/11
1221,manorcare-health-services-wingfield-hills-sparks,Terri D.,"Lemoore, CA",9,5,1/21/14
1222,manorcare-health-services-wingfield-hills-sparks,Allan F.,"Sparks, NV",3,1,6/26/16
1223,manorcare-health-services-wingfield-hills-sparks,Thomas C.,"Sparks, NV",3,1,12/20/15
1224,manorcare-health-services-wingfield-hills-sparks,Hugh S.,"Reno, NV",22,5,11/5/15
1225,manorcare-health-services-wingfield-hills-sparks,Fred S.,"Sparks, NV",3,1,5/2/14
1226,monarch-pavilion-rehabilitation-suites-dallas,K L.,"York, PA",92,5,4/19/17
1227,monarch-pavilion-rehabilitation-suites-dallas,Sheila D.,"Dallas, TX",1,5,3/3/16
1228,village-square-healthcare-center-san-marcos,John P.,"San Marcos, CA",11,1,6/15/17
1229,beacon-hill-rehabilitation-longview,C K.,"Seattle, WA",7,4,9/26/15
1230,archstone-care-center-chandler,Lany Kay M.,"Eloy, AZ",94,5,9/9/12
1231,archstone-care-center-chandler,Matthew C.,"Mesa, AZ",5,1,12/2/16
1232,archstone-care-center-chandler,Stephen D.,"La Quinta, CA",18,1,2/8/13
1233,santa-monica-conv-ctr-i-santa-monica,Flyinlow ..,"Beverly Hills, CA",858,1,7/26/16
1234,quality-care-of-waco-waco,Just To Be H.,"Waco, TX",1,1,4/10/15
1235,south-hills-rehabilitation-center-eugene,Unhappy C.,"Eugene, OR",5,1,11/20/14
1236,avamere-rehabilitation-of-king-city-portland,Jay M.,"Tualatin, OR",4,4,3/18/16
1237,pacific-coast-manor-capitola,John C.,"Santa Rosa, CA",100,5,7/8/17
1238,pacific-coast-manor-capitola,L A.,"Santa Cruz, CA",18,3,10/5/17
1239,pacific-coast-manor-capitola,Leslie H.,"Soquel, CA",20,4,4/6/16
1240,pacific-coast-manor-capitola,Gale O.,"Santa Cruz, CA",29,3,12/4/15
1241,pacific-coast-manor-capitola,Tara R.,"Santa Cruz, CA",33,5,3/27/15
1242,pacific-coast-manor-capitola,Walden P.,"San Francisco, CA",9,5,5/26/15
1243,pacific-coast-manor-capitola,Richard B.,"Capitola, CA",24,5,5/29/15
1244,pacific-coast-manor-capitola,Jo L.,"Danville, CA",3,1,5/1/14
1245,pacific-coast-manor-capitola,Kat G.,"Ben Lomond, CA",2,5,5/15/14
1246,jeffrey-and-susan-brudnick-center-for-living-peabody,Janice C.,"Wakefield, MA",5,5,7/14/14
1247,jeffrey-and-susan-brudnick-center-for-living-peabody,Mimi B.,"Orange County, CA",287,2,1/4/17
1248,jeffrey-and-susan-brudnick-center-for-living-peabody,Jim I.,"Fontana, CA",5,4,9/5/15
1249,merced-nursing-and-rehabilitation-center-merced,Xavier G.,"Clovis, CA",13,4,10/14/16
1250,pruitthealth-fairburn-fairburn,J J.,"Atlanta, GA",1,2,8/11/17
1251,cranbury-center-monroe-township,James T.,"Princeton Junction, NJ",18,5,7/10/17
1252,cranbury-center-monroe-township,Lonie L.,"Union, NJ",26,1,8/25/16
1253,cranbury-center-monroe-township,Sandi C.,"Monroe Township, NJ",17,1,5/21/12
1254,burgess-square-healthcare-centre-westmont,Megan R.,"Clarendon Hills, IL",3,5,10/5/17
1255,burgess-square-healthcare-centre-westmont,George R.,"Chicago, IL",8,5,10/5/17
1256,burgess-square-healthcare-centre-westmont,Rob C.,"Downers Grove, IL",4,5,9/20/17
1257,burgess-square-healthcare-centre-westmont,Suzette J.,"Downers Grove, IL",2,1,6/23/17
1258,burgess-square-healthcare-centre-westmont,Wendy L.,"Westmont, IL",12,5,3/4/16
1259,burgess-square-healthcare-centre-westmont,E. U.,"San Diego, CA",80,5,8/20/15
1260,burgess-square-healthcare-centre-westmont,Marie N.,"Villa Park, IL",360,5,7/1/11
1261,burgess-square-healthcare-centre-westmont,Maria R.,"Aurora, IL",13,5,11/11/15
1262,burgess-square-healthcare-centre-westmont,Debbie S.,"Bolingbrook, IL",10,5,5/4/13
